SeqID	Organism	Domain	Phylum	Class	Order	Family	Genus	Species
A0A6J5GPU8	Paraburkholderia caffeinitolerans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caffeinitolerans
A0A5P9EF17	Marinobacter sp. THAF39	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. THAF39
D5DHB4	Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium (Bacillus megaterium)
A0A0X8R111	Sphingopyxis granuli	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis granuli
A0A1V5ZT02	Candidatus Hydrogenedentes bacterium ADurb.Bin179	Bacteria	Candidatus Hydrogenedentes					Candidatus Hydrogenedentes bacterium ADurb.Bin179
D8NCI1	Ralstonia solanacearum CMR15	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum (Pseudomonas solanacearum)
F8GTA5	Cupriavidus necator (strain ATCC 43291 / DSM 13513 / CCUG 52238 / LMG 8453 / N-1) (Ralstonia eutropha)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)
K6ZIT4	Glaciecola pallidula DSM 14239 = ACAM 615	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola pallidula
G0ET69	Cupriavidus necator (strain ATCC 43291 / DSM 13513 / CCUG 52238 / LMG 8453 / N-1) (Ralstonia eutropha)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)
A0A0P7VUS2	Rhodobacteraceae bacterium HLUCCO07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Rhodobacteraceae bacterium HLUCCO07
A0A1J1EFZ4	Lysobacter enzymogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter enzymogenes
A0A173KSY5	Sphingobium sp. EP60837	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. EP60837
D3P5X0	Azospirillum sp. (strain B510)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum sp. (strain B510)
A0A375FK25	Cupriavidus oxalaticus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus oxalaticus
A0A369QEH3	Alteripontixanthobacter maritimus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alteripontixanthobacter	Alteripontixanthobacter maritimus
M5CWT6	Stenotrophomonas maltophilia RA8	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)
A0A375GES1	Cupriavidus oxalaticus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus oxalaticus
E1X1A6	Halobacteriovorax marinus (strain ATCC BAA-682 / DSM 15412 / SJ) (Bacteriovorax marinus)	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus
A0A411ZG54	Altererythrobacter insulae	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter insulae
A0A375DX45	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375BG72	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375ENV0	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375BF83	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375IXK1	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A444IJW3	Rhizobium leguminosarum	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
A0A7Z7J954	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375IDH6	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A075VCS2	Amycolatopsis japonica	Bacteria	Actinobacteria	Actinomycetia (high G+C Gram-positive bacteria)	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis japonica
A0A375F2C1	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A1K0JCW1	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)
A0A375BE02	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375D1N9	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A427MB12	Rhizobium pisi	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium pisi
A0A1A8XTJ3	Candidatus Propionivibrio aalborgensis	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	Candidatus Propionivibrio aalborgensis
G3A670	Ralstonia syzygii R24	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia syzygii
G2ZVF8	blood disease bacterium R229	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	blood disease bacterium R229
M5D004	Stenotrophomonas maltophilia RA8	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)
A0A0H2WIZ5	Burkholderia mallei (strain ATCC 23344)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei (Pseudomonas mallei)
M5CMA5	Stenotrophomonas maltophilia SKK35	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)
Q3JUK4	Burkholderia pseudomallei (strain 1710b)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A3NSZ4	Burkholderia pseudomallei (strain 1106a)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A2S4G1	Burkholderia mallei (strain NCTC 10229)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei (Pseudomonas mallei)
C4AMJ2	Burkholderia mallei GB8 horse 4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei (Pseudomonas mallei)
A0A6C6YQQ9	Burkholderia mallei (strain NCTC 10247)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei (Pseudomonas mallei)
B1HBG5	Burkholderia pseudomallei S13	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A8EG00	Burkholderia pseudomallei 406e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A0E1W3Y9	Burkholderia pseudomallei 1710a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A2R3J030	Pseudomonas aeruginosa	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
A0A7U8D5G2	Burkholderia mallei JHU	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei (Pseudomonas mallei)
A0A0E1UQ83	Burkholderia pseudomallei Pakistan 9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
Q51514	Pseudomonas aeruginosa	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
Q1MHP7	Rhizobium leguminosarum bv. viciae (strain 3841)	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
I7E248	Phaeobacter inhibens (strain ATCC 700781 / DSM 17395 / CIP 105210 / JCM 21319 / NBRC 16654 / NCIMB 13546 / BS107)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter inhibens
W0VDW8	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum
I3X579	Sinorhizobium fredii (strain USDA 257)	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Rhizobium fredii (Sinorhizobium fredii)
F8GXT6	Cupriavidus necator (strain ATCC 43291 / DSM 13513 / CCUG 52238 / LMG 8453 / N-1) (Ralstonia eutropha)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)
A0A1L3I560	Phaeobacter porticola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter porticola
I3X5P5	Sinorhizobium fredii (strain USDA 257)	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Rhizobium fredii (Sinorhizobium fredii)
W6RNC7	Rhizobium favelukesii	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium favelukesii
A0A120G4W5	Pseudomonas fluorescens	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
A0A2I7KA61	Phaeobacter inhibens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter inhibens
A0A291FPT4	Phaeobacter piscinae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter piscinae
A0A291G153	Phaeobacter piscinae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter piscinae
A0A1W6K4F1	Marinobacter salarius	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter salarius
A0A2N7QSA1	Dyella sp. AD56	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella sp. AD56
A0A377QFQ5	Janthinobacterium lividum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium lividum
A0A853SE20	Janthinobacterium lividum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium lividum
A0A853SX99	Janthinobacterium sp. HH102	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH102
A0A7V8HYS4	Burkholderia pseudomallei (Pseudomonas pseudomallei)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A1V5FY28	Alphaproteobacteria bacterium ADurb.BinA280	Bacteria	Proteobacteria	Alphaproteobacteria				Alphaproteobacteria bacterium ADurb.BinA280
A0A1E3EH19	Bradyrhizobium elkanii	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium elkanii
D5DW53	Priestia megaterium (strain ATCC 12872 / QMB1551) (Bacillus megaterium)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium (Bacillus megaterium)
Q3JIM5	Burkholderia pseudomallei (strain 1710b)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
D5DI26	Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium (Bacillus megaterium)
K4RAE4	Streptomyces davaonensis (strain DSM 101723 / JCM 4913 / KCC S-0913 / 768)	Bacteria	Actinobacteria	Actinomycetia (high G+C Gram-positive bacteria)	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces davaonensis
I3X2Z6	Sinorhizobium fredii (strain USDA 257)	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Rhizobium fredii (Sinorhizobium fredii)
A3N7A6	Burkholderia pseudomallei (strain 668)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A098BF07	Rhodococcus ruber	Bacteria	Actinobacteria	Actinomycetia (high G+C Gram-positive bacteria)	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus ruber
D5RGQ5	Roseomonas cervicalis ATCC 49957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas cervicalis
A0A021XGC4	Shinella sp. DD12	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Shinella	Shinella sp. DD12
A0A177Y9I8	Pseudomonas putida (Arthrobacter siderocapsulatus)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida (Arthrobacter siderocapsulatus)
A0A379KGN4	Pseudomonas putida (Arthrobacter siderocapsulatus)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida (Arthrobacter siderocapsulatus)
A0A375FTP3	Cupriavidus oxalaticus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus oxalaticus
J4JMU0	Burkholderia multivorans CF2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans
A0A0E1UAF5	Burkholderia pseudomallei 576	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A0E1S6R8	Burkholderia pseudomallei 305	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A5M9IAU3	Pseudomonas panacis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas panacis
A0A4Y9THM4	Pseudomonas fluorescens	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
A0A0E1S890	Burkholderia pseudomallei 305	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A375IQN5	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
H6WL44	Pseudomonas mendocina	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina
Q4KJK6	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens
Q47WS7	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea (Vibrio psychroerythus)
E3HS62	Achromobacter xylosoxidans (strain A8)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans)
Q48PI8	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas savastanoi (Pseudomonas syringae pv. savastanoi)
B2AIR5	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
K9NJX2	Pseudomonas sp. UW4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UW4
K9NEA5	Pseudomonas sp. UW4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UW4
B6IUI9	Rhodospirillum centenum (strain ATCC 51521 / SW)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (purple nonsulfur bacteria)	Rhodospirillum	Rhodospirillum centenum (Rhodocista centenaria)
G0A982	Collimonas fungivorans (strain Ter331)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans
I0HPE1	Rubrivivax gelatinosus (strain NBRC 100245 / IL144)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Rubrivivax	Rubrivivax gelatinosus (Rhodocyclus gelatinosus) (Rhodopseudomonas gelatinosa)
A6VDH9	Pseudomonas aeruginosa (strain PA7)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
W6QR86	Pseudomonas pseudoalcaligenes (strain CECT 5344)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oleovorans
G2KN51	Micavibrio aeruginosavorus (strain ARL-13)	Bacteria	Proteobacteria	Alphaproteobacteria			Micavibrio	Micavibrio aeruginosavorus
W0VC98	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum
Q0C5S9	Hyphomonas neptunium (strain ATCC 15444)	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hyphomonas	Hyphomonas neptunium
I4KG87	Pseudomonas lactis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas lactis
D4X918	Achromobacter piechaudii ATCC 43553	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii
F4QKX8	Asticcacaulis biprosthecum C19	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis biprosthecium
A0A031I2X1	Sphingomonas sp. RIT328	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. RIT328
J2Y3R7	Pseudomonas fluorescens Q2-87	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
A0A0S2DTT4	Lysobacter antibioticus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter antibioticus
A0A0S2DE12	Lysobacter enzymogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter enzymogenes
A0A158M2F2	Bordetella holmesii CDC-H585-BH	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella holmesii
A0A031IRG1	Pseudomonas sp. RIT357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. RIT357
A0A127QN95	Collimonas arenae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas arenae
A0A0S2G3N8	Lysobacter gummosus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter gummosus
I4KZB8	Pseudomonas fluorescens Q8r1-96	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
A0A0S2FU13	Lysobacter capsici	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter capsici
A0A1I7AB63	Pseudomonas marincola	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas marincola
D5RIJ4	Roseomonas cervicalis ATCC 49957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas cervicalis
A0A031FVY1	Pseudomonas sp. RIT288	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. RIT288
A0A127PPQ4	Collimonas arenae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas arenae
E0MTK9	Ahrensia sp. R2A130	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Ahrensiaceae	Ahrensia	Ahrensia sp. R2A130
I4KV30	Pseudomonas synxantha BG33R	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas synxantha
A0A375HW96	Cupriavidus neocaledonicus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus neocaledonicus
A0A0F3Q9Y6	Rickettsia bellii str. RML An4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
E2XK21	Pseudomonas fluorescens WH6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
A0A0F3QHA8	Rickettsia bellii str. RML Mogi	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
A0A653B5P3	Pseudomonas oleovorans	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oleovorans
A0A375GV26	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375IZY0	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375E9B5	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A7Z7JEZ9	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A653U8B9	Pseudomonas sp. 8BK	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 8BK
D8EZB7	delta proteobacterium NaphS2	Bacteria	Proteobacteria	Deltaproteobacteria				delta proteobacterium NaphS2
A0A8D3Y693	Burkholderia ambifaria (strain ATCC BAA-244 / AMMD) (Burkholderia cepacia (strain AMMD))	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria
A0A375EVT1	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375FJY4	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A0F3QNB2	Rickettsia parkeri str. Grand Bay	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia parkeri
A0A6N3S448	Bordetella pertussis STO1-CHOC-0019	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella pertussis
A0A0F3RB63	Rickettsia endosymbiont of Ixodes pacificus	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia endosymbiont of Ixodes pacificus
A0A0F3N437	Rickettsia amblyommatis str. Ac/Pa	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia amblyommatis (Rickettsia amblyommii)
